User_ID;User_Name;CFC;Izquierda;Derecha;Libertario;Centro
1164215452459053057;CesarNegronB;1164215452459053057;0;0;0;0
1536423020;ChileLibertari0;1536423020;0;0;0;0
994316094553849856;Ninty_gamer;7668952;34.2561;29.5848;0;36.1592
968200591;Emperatriz_III;968200591;0;0;0;0
3309399525;anibal_parrab;3309399525;0;0;0;0
1327483724112519168;Cristia21331720;1327483724112519168;0;0;0;0
1271791299008458753;Simranm58451001;1271791299008458753;0;0;0;0
911216472;bsaavedrap;911216472;0;0;0;0
1420817125;f41646388;1420817125;0;0;0;0
1389094780693590017;SismosApp;1389094780693590017;0;0;0;0
8789172;lilyperez;8789172;0;0;0;0
622356191;wchgrafica;622356191;0;0;0;0
12681652;Junorecords;7668952;34.8837;32.5581;0;32.5581
1024389380;mery_kc;1024389380;0;0;0;0
1159330057472622593;Belnolivos;1159330057472622593;0;0;0;0
1529244752;CivilActivaUCV;1529244752;0;0;0;0
2699217710;elliberocl;2699217710;0;0;0;0
1349078176119595023;juanmig51323341;7668952;34.5455;32.7273;0;32.7273
975916347807993856;Aldxxx4;975916347807993856;0;0;0;0
1185781122967441410;ROBERTOBUSTOSOC;1185781122967441410;0;0;0;0
415002537;ClaudioMedrano1;415002537;0;0;0;0
872844494777061378;mujerespuq;872844494777061378;0;0;0;0
2655349131;acriptus_1393;2655349131;0;0;0;0
342852127;carpin80;342852127;0;0;0;0
874087299784507392;AlbertoCardemi2;874087299784507392;0;0;0;0
287968957;climgirl;287968957;0;0;0;0
17126859;aortiz1970;17126859;0;0;0;0
379731181;yosoymanolito;379731181;0;0;0;0
2903950858;Yaseminsekman;2903950858;0;0;0;0
1344035953397047296;maria_velosso;1344035953397047296;0;0;0;0
722573469561536514;ChileanWayLive;722573469561536514;0;0;0;0
1109569871048777734;Gatitasexy7w7;1109569871048777734;0;0;0;0
273735958;rodrigoadk;7668952;36.7893;30.1003;0;33.1104
36685937;ChristianOgaz;36685937;0;0;0;0
3051685208;Miturriaga2015;3051685208;0;0;0;0
3189015977;LAVERDADTORRES;3189015977;0;0;0;0
1143866716587483141;Alexand9202;1143866716587483141;0;0;0;0
2955024645;SunshineJjong;2955024645;0;0;0;0
2257474071;jrvaraya;2257474071;0;0;0;0
443070438;roger_sepulveda;443070438;0;0;0;0
157536215;conpatitass;7668952;32.5482;30.8351;0;36.6167
1386106452734091270;uneteaNET;1386106452734091270;0;0;0;0
2809902013;CesarBLS;2809902013;0;0;0;0
1251216344177049602;lombriceslomas;1251216344177049602;0;0;0;0
475443648;meteovallenar;475443648;0;0;0;0
298559514;Lisbec21;298559514;0;0;0;0
64517366;giotogur;64517366;0;0;0;0
2922177285;Rod_Penailillo;2922177285;0;0;0;0
98608589;nmena25;98608589;0;0;0;0
107843941;ElOjoQueTodoLov;107843941;0;0;0;0
292424857;LATAM_CHI;292424857;0;0;0;0
925381946682888192;ktuto5;925381946682888192;0;0;0;0
1276741453214089218;RubnRoj42719582;1276741453214089218;0;0;0;0
3361429533;carlitromunoz;3361429533;0;0;0;0
94320515;msathenas;94320515;0;0;0;0
1393019579794927618;NuezDu4;1393019579794927618;0;0;0;0
3819755597;foxvaldivia;3819755597;0;0;0;0
1368982404141088777;JjCc80274467;1368982404141088777;0;0;0;0
3078709323;ConstanzaPazLe1;3078709323;0;0;0;0
16192929;SoyGranjera;16192929;0;0;0;0
3319596964;TeamCata;7668952;33.3333;33.3333;0;33.3333
4828070476;jkcover;4828070476;0;0;0;0
989529841472098309;eladhio_95;989529841472098309;0;0;0;0
1399565788902793260;m18819990;1399565788902793260;0;0;0;0
902707862551621632;maipu_emprende;902707862551621632;0;0;0;0
118796825;sonii_x;118796825;0;0;0;0
724814347;juanpablo2907;724814347;0;0;0;0
1395113087846469634;Citlali67687716;1395113087846469634;0;0;0;0
1236427487413968896;AmarilloOrgullo;1236427487413968896;0;0;0;0
2375630581;AcreliaNews;2375630581;0;0;0;0
122436521;CaroLadeSiempre;122436521;0;0;0;0
485968509;LinderMarc;485968509;0;0;0;0
1325637292950773766;PerfectLoliS;1325637292950773766;0;0;0;0
988699082;pilarse46853072;988699082;0;0;0;0
1495927453;GonzaloWMS;1495927453;0;0;0;0
49842320;giroesparza;49842320;0;0;0;0
129015205;EclipseMundial;129015205;0;0;0;0
352658367;lalarcony;352658367;0;0;0;0
1398421880;osornoalamoneda;1398421880;0;0;0;0
3119973557;juanGuill3rm0;3119973557;0;0;0;0
66210338;OlivaresDaniela;66210338;0;0;0;0
776543328;agjimenezm;776543328;0;0;0;0
1097548652451643393;nikigc;7668952;33.1492;30.3867;0;36.4641
772225141367504896;BaElimaneba3;772225141367504896;0;0;0;0
1003673121818374144;valeriamperez11;1003673121818374144;0;0;0;0
1556196338;SantiagoBrSz;1556196338;0;0;0;0
1301323032707956736;babyy_hell;1301323032707956736;0;0;0;0
833002783;dasacabe1;833002783;0;0;0;0
2281482554;francismagnetto;2281482554;0;0;0;0
954052050211524608;indimin;954052050211524608;0;0;0;0
17387397;risetka;17387397;0;0;0;0
1563829344;SernamegLosRios;1563829344;0;0;0;0
3097928379;ChilenoCL;3097928379;0;0;0;0
1383875201826320388;tulipoetry;1383875201826320388;0;0;0;0
123363701;Galle70;123363701;0;0;0;0
132991131;La_pinky;132991131;0;0;0;0
3368289887;solxnsh;3368289887;0;0;0;0
1013036301514432512;edoraffo;1013036301514432512;0;0;0;0
1188543111754108931;tatimile2;1188543111754108931;0;0;0;0
89825839;DavidFigueroaO;89825839;0;0;0;0
1227040257394249728;Falcon280218;1227040257394249728;0;0;0;0
1272590675603853313;CACDoida;1272590675603853313;0;0;0;0
1352089097884590082;SoylaSraJuanita;1352089097884590082;0;0;0;0
146673990;1CorazonDelator;7668952;30;30;0;40
715190943230504960;manuel01medina1;715190943230504960;0;0;0;0
1234275926264991746;Yolita47489229;1234275926264991746;0;0;0;0
105562153;grfbl;105562153;0;0;0;0
1301891706930057217;JuanFue89279131;1301891706930057217;0;0;0;0
240960186;CGlo__ria;240960186;0;0;0;0
272448949;eeggersd;272448949;0;0;0;0
1370001407537991681;PiolinDeDios;1370001407537991681;0;0;0;0
1278651569928626177;becky44399554;1278651569928626177;0;0;0;0
1203142524384272384;LandiaGigi;1203142524384272384;0;0;0;0
55481726;Narecita;55481726;0;0;0;0
331433782;vhugovalenzue;331433782;0;0;0;0
222433252;osideo;222433252;0;0;0;0
361831918;ApagaTV;361831918;0;0;0;0
787985008908701696;herlew99;787985008908701696;37.1901;29.7521;0;33.0578
75664016;silemadlee;75664016;0;0;0;0
139396979;emperador_azul;139396979;0;0;0;0
775884247253053441;Rodri050716;7668952;35.1747;31.1161;0;33.7091
878264189768355840;HostelArtCity;878264189768355840;0;0;0;0
76080332;cbellolio;76080332;0;0;0;0
969703467332890624;Rodrigouniuni;969703467332890624;0;0;0;0
104240867;BelloCruces;104240867;0;0;0;0
1184582351864696834;PATRIOTA3291143;1184582351864696834;0;0;0;0
1653234709;TrabajoEnCasaML;7668952;35.784;30.0586;0;34.1574
393056694;latotoyashow;393056694;0;0;0;0
99112565;stanislausbhor;99112565;0;0;0;0
724270602471780353;guillermodiazf6;724270602471780353;0;0;0;0
124474763;Sercotec_Chile;124474763;0;0;0;0
3153353590;chejocabralesd;3153353590;0;0;0;0
2170709074;renecordillera;2170709074;0;0;0;0
2751395939;Transportewanai;2751395939;0;0;0;0
117611840;38jdiaz83;117611840;0;0;0;0
172027311;TaTa8889;172027311;0;0;0;0
623969686;tfreire94;623969686;0;0;0;0
1375924596524875781;TiendasAMO;1375924596524875781;0;0;0;0
1146803967336308736;StatkraftChile;1146803967336308736;0;0;0;0
1238145538945683457;LuzOlguin5;1238145538945683457;0;0;0;0
2785272183;marmota83166981;2785272183;0;0;0;0
899804860803145728;GoodVibesLACL;899804860803145728;0;0;0;0
3991154537;ravaldesmoyano;3991154537;0;0;0;0
2314484409;montsemontymon;2314484409;0;0;0;0
703121713;GWConstruccion;703121713;0;0;0;0
1347224054080675844;Monkhyz;1347224054080675844;0;0;0;0
24874641;Aguin;24874641;0;0;0;0
1026278134071611393;AmericoRojasb;1026278134071611393;0;0;0;0
266894132;caroladorado;266894132;0;0;0;0
265761576;eafu2011;265761576;0;0;0;0
260193251;higoporcho;260193251;0;0;0;0
124049214;sbustospizarro;124049214;0;0;0;0
3349970657;sebastin_montes;3349970657;0;0;0;0
100831361;MARKO_TG;100831361;0;0;0;0
88983365;burgosre;88983365;0;0;0;0
88815193;jahott;88815193;0;0;0;0
1360475709442060290;ofia75644734;1360475709442060290;0;0;0;0
1291041011259658241;Cristob02289546;1291041011259658241;0;0;0;0
1362971240793837572;Manuversex1;1362971240793837572;0;0;0;0
1915968062;marcelaescov;1915968062;0;0;0;0
208870741;ivanrdevia;208870741;0;0;0;0
950784712037031936;bbwssbbw4;950784712037031936;0;0;0;0
833742358554505220;vale_rabanall;833742358554505220;0;0;0;0
2334919546;SantaIsabelCL;2334919546;0;0;0;0
3424855912;JuanAlfonsoGod1;3424855912;0;0;0;0
1293747831082299392;prolifefurries;1293747831082299392;0;0;0;0
1451588012;ejaime_;1451588012;0;0;0;0
1390158412277764099;MiguelMuozRive4;1390158412277764099;0;0;0;0
484631743;julioconcepcin;484631743;0;0;0;0
194581052;GoatzeroTheHero;194581052;0;0;0;0
106184595;__________Carol;106184595;0;0;0;0
269906455;paramedicos24hr;269906455;0;0;0;0
368344524;Urrcas;368344524;0;0;0;0
1192123858654040064;Judith32409543;1192123858654040064;0;0;0;0
1012765354802728962;catinhia;1012765354802728962;0;0;0;0
932056216045588480;MachucaBladimir;932056216045588480;0;0;0;0
1873068978;monteaventino;1873068978;0;0;0;0
899027058961121280;Claudio00308269;899027058961121280;0;0;0;0
14745630;Carretes;7668952;31.6456;34.1772;0;34.1772
104805067;niconavia;104805067;0;0;0;0
1300915767517614086;dalmbacz;1300915767517614086;0;0;0;0
1103055399522050049;ErnestoChilote;1103055399522050049;0;0;0;0
1154501764554645509;Salem21280354;7668952;35.7143;28.5714;0;35.7143
297497515;miltonpulido7;297497515;0;0;0;0
517081201;sunfaraway;517081201;0;0;0;0
563848434;DiarioValdivia;563848434;0;0;0;0
257618536;pat_fj;257618536;0;0;0;0
53740419;Le_MatiMan;53740419;0;0;0;0
1189661277867708417;pattyChileLibre;7668952;34.4262;31.1475;0;34.4262
441192719;danieladelamaza;441192719;0;0;0;0
311188536;A_unGeek;311188536;0;0;0;0
1283984056812736512;MariaInesZuig10;1283984056812736512;0;0;0;0
121637083;marcelitro10;121637083;0;0;0;0
1171568013004464128;_yiglipof;1171568013004464128;0;0;0;0
424022496;Josephux;424022496;0;0;0;0
51476611;CataSzigeti;51476611;0;0;0;0
1223594456194174976;queenmuert4;1223594456194174976;0;0;0;0
2164632463;Noepilar12;7668952;34.4262;28.6885;0;36.8852
752530072473571329;estyfanyz;752530072473571329;0;0;0;0
3255148576;FortizvegaOrtiz;3255148576;0;0;0;0
385107856;mjose_valdivies;385107856;0;0;0;0
1214186228238577664;joseizquiel6;1214186228238577664;0;0;0;0
1257174349695668224;LucaMoura91;1257174349695668224;0;0;0;0
1258807276204445697;Diegocarp32;1258807276204445697;0;0;0;0
1192922653033684992;Marcela23731425;1192922653033684992;0;0;0;0
1205242127418048514;Funkadelico1;1205242127418048514;0;0;0;0
38257164;Joker_Dj;38257164;0;0;0;0
913601945876684800;Julian_abll;913601945876684800;0;0;0;0
19300959;rnest;19300959;0;0;0;0
813206546444414977;kawaiisita19;813206546444414977;0;0;0;0
704052875320795137;nataliapozoa;704052875320795137;0;0;0;0
703265764678225920;thegaragewines;7668952;37.1295;28.3931;0;34.4774
118767662;guditamuse;118767662;0;0;0;0
1689021600;LACNICTraining;1689021600;0;0;0;0
2626833166;MellaJimmy;2626833166;0;0;0;0
1217122188135927811;Dadres68;1217122188135927811;0;0;0;0
16707004;jeffkagan;16707004;0;0;0;0
1208477387979132929;franciseiche91;7668952;36.8852;28.6885;0;34.4262
1040602434;marleneahs;1040602434;0;0;0;0
4857196874;danielr09026610;4857196874;0;0;0;0
1033172011621568512;el_dibil;1033172011621568512;0;0;0;0
125719375;ilovesushiconce;125719375;0;0;0;0
1222536934569992193;secosdelVAR;1222536934569992193;0;0;0;0
270943105;periodismouai;270943105;0;0;0;0
860965217509011456;Anita_Jaduista;860965217509011456;0;0;0;0
101669026;Maydra13;101669026;0;0;0;0
2432164266;vicky_aguirre14;2432164266;0;0;0;0
1090398840;sesudoamil;1090398840;0;0;0;0
1475362454;feliciana_de;1475362454;0;0;0;0
884575555;paolacardonag;884575555;0;0;0;0
1152156254;profe_lein;1152156254;0;0;0;0
148900068;eratosparadise;148900068;0;0;0;0
1227234466999013376;FTamarugal;1227234466999013376;0;0;0;0
1004430128187957248;Esk4rl3t_w1tch;1004430128187957248;0;0;0;0
1217157907114008576;HctorCas1;1217157907114008576;0;0;0;0
2200906719;rubbentc;2200906719;0;0;0;0
2528143152;JToro_Aros;2528143152;0;0;0;0
1202406871228964864;Lanata28;1202406871228964864;0;0;0;0
572359351;eakhunov;572359351;0;0;0;0
581823207;vawula;581823207;0;0;0;0
179385945;consuelo_balboa;179385945;0;0;0;0
1282712486328905731;Marko43484658;1282712486328905731;0;0;0;0
3232654941;YMorovic;7668952;31.3726;29.4118;0;39.2157
118171716;yessica_yo;7668952;30.9734;28.7611;0;40.2655
915973858389299200;e_millapi;915973858389299200;0;0;0;0
264466720;nelsontoroagui;264466720;0;0;0;0
1399565788902793225;pancha_sl;1399565788902793225;0;0;0;0
1302537045194104832;LewdEyebrow;1302537045194104832;0;0;0;0
787912158311055364;RLY_100;787912158311055364;0;0;0;0
501188096;PROFEFONTANIVE;501188096;0;0;0;0
1020330572915372032;MariaEl91226087;7668952;35.6083;31.1573;0;33.2344
1399565788902793267;SamuelTekevwe;1399565788902793267;0;0;0;0
1371522364882698244;RogerGa11625394;7668952;31.9149;34.0426;0;34.0426
3135305786;pdnavarr;3135305786;0;0;0;0
3391219167;FenaMl651;3391219167;0;0;0;0
327164429;claudiovera4;7668952;34.2857;31.4286;0;34.2857
1291847954073030658;Roxana24270871;1291847954073030658;0;0;0;0
1316537443294863360;Adriana07972097;1316537443294863360;0;0;0;0
813094940616126464;Vargas1965;813094940616126464;0;0;0;0
4601320401;pozo_olivares;4601320401;0;0;0;0
341787430;anagasori;341787430;0;0;0;0
1095213536;LetzteStuck;1095213536;0;0;0;0
1195532252081524736;progremones;1195532252081524736;0;0;0;0
134297560;victorphtls;134297560;0;0;0;0
1272425821186281473;FelipeI60634285;1272425821186281473;0;0;0;0
2839740734;Sonjitarockstar;2839740734;0;0;0;0
158595821;alvarock789;158595821;0;0;0;0
822891924524765184;elNicodenuevo;822891924524765184;0;0;0;0
383298342;silviaapatricia;383298342;0;0;0;0
1216813105658896385;KelkaiJoyas;1216813105658896385;0;0;0;0
701040677791125504;YRubila;701040677791125504;0;0;0;0
1256383476380479489;MarioHe31388485;1256383476380479489;0;0;0;0
