CFC_ID;Lider_User_Name;Num_Miembros;Izquierda;Derecha;Libertario;Centro;Miembros;Arcos
1368898146512871427;ComunidadesOk;1;0;0;0;0;1368898146512871427;
86655281;RaulBeltranSi;1;0;0;0;0;86655281;
1102526645536260096;cftdelosrios1;1;0;0;0;0;1102526645536260096;
1283600734014050306;Jorge76774902;1;0;0;0;0;1283600734014050306;
36233104;_GunsHo;1;0;0;0;0;36233104;
92407188;klan_drea;1;0;0;0;0;92407188;
121606398;poyarzop;1;0;0;0;0;121606398;
16059787;xecy;1;0;0;0;0;16059787;
3904191016;flebotomo22;1;0;0;0;0;3904191016;
607592929;AlvaroGoo;1;0;0;0;0;607592929;
1185895840201826305;Angela_vld;1;0;0;0;0;1185895840201826305;
110875815;panchitoaguilar;1;0;0;0;0;110875815;
67564843;de_anis;1;0;0;0;0;67564843;
4757441025;PatitaDelMaule;1;0;0;0;0;4757441025;
1146320258;iridiscent33;1;0;0;0;0;1146320258;
1377705034956345348;FTmacrozonasur;1;0;0;0;0;1377705034956345348;
43257025;holaeedu;1;0;0;0;0;43257025;
87827429;salivein;1;0;0;0;0;87827429;
583391620;echevehot;1;0;0;0;0;583391620;
537499919;jriverosa;1;0;0;0;0;537499919;
1359990987662237701;FelipeAlc2021;1;0;0;0;0;1359990987662237701;
967183981;Chileokulto;1;0;0;0;0;967183981;
1491033781;_danielacg_;1;0;0;0;0;1491033781;
331969226;DisidentesChile;1;0;0;0;0;331969226;
3053518546;zsanchezvasquz;1;0;0;0;0;3053518546;
140223455;wr45007;1;0;0;0;0;140223455;
2940297027;1993Hidalgoz;1;0;0;0;0;2940297027;
3137831616;ArcanePan;1;0;0;0;0;3137831616;
68903255;karen_fos;1;0;0;0;0;68903255;
1323957156706721792;Ikigai27222565;1;0;0;0;0;1323957156706721792;
344276817;paucardenas_;1;0;0;0;0;344276817;
940399621;aoacostag;1;0;0;0;0;940399621;
1626218322;ArmamaterChile;1;0;0;0;0;1626218322;
765544874699530240;luisibacache_;1;0;0;0;0;765544874699530240;
3425934905;FelipeGuevaraSt;1;0;0;0;0;3425934905;
4462851161;BigBangcontents;1;0;0;0;0;4462851161;
1346545012004311042;GuardianDigita2;1;0;0;0;0;1346545012004311042;
2389675468;polaris__74;1;0;0;0;0;2389675468;
1395373488031113222;G89724835Cortes;1;0;0;0;0;1395373488031113222;
1041772076120645638;FeGastaldi;1;0;0;0;0;1041772076120645638;
1251315419140554752;Ricardo160447;1;0;0;0;0;1251315419140554752;
1021873035635318784;tecnologia_full;1;0;0;0;0;1021873035635318784;
1397963009843253252;rubiaxx7;1;0;0;0;0;1397963009843253252;
187674554;sparklingpeople;1;0;0;0;0;187674554;
1271852793343639552;girasolesgiras2;1;0;0;0;0;1271852793343639552;
755167307777867776;pablo94jimenez;1;0;0;0;0;755167307777867776;
